Source Page,Event Date,Number of Shows,Headliner,Support,Venue,City,State,Country,Market,Venue Type,Currency,Promoter,Genre,Tickets Sold,Gross USD,Event Capacity,Capacity Sold %,Min Price USD,Max Price USD,Avg Price USD,Actions
Page 2,4/5/2024,1,Paddy McDonnell,,Comedy Store,Moore Park,,Australia,,Club,Australian,TEG Dainty,Comedy,182,4209.33,290,62%,26.22,26.22,23.13,
Page 2,4/5/2024,1,Paddy McDonnell,,Comedy Store,Moore Park,,Australia,,Club,Australian,TEG Dainty,Comedy,280,6476.29,290,96%,26.22,26.22,23.13,
Page 2,4/5/2024,1,Myrkur,Jonathan Hultén,Uebel & Gefährlich,Hamburg,,Germany,,Club,Euro,FKP Scorpio Konzertproduktionen,Pop / Rock,326,11328.99,900,36%,34.65,34.65,34.75,
Page 2,4/5/2024,1,Steve Treviño,,Pueblo Memorial Hall,Pueblo,Colorado,United States,Colorado Springs-Pueblo,Auditorium / Theatre,US DOLLAR,"ICON Concerts, LiveCo",Comedy,"1,134",53757.50,"1,248",90%,32.50,100.00,47.41,
Page 2,4/5/2024,1,Steven Bartlett,,State Theatre,Sydney,,Australia,,Auditorium / Theatre,Australian,TEG Dainty,Spoken Word,"5,618",375440.82,"5,618",100%,65.64,111.64,66.83,
Page 2,4/5/2024,1,Ciaran Bartlett,,Hot Water Comedy Club,Liverpool,,United Kingdom,,Untyped Venue,Pound Sterling,TEG Europe,Comedy,86,1628.75,210,40%,18.94,18.94,18.94,
Page 2,4/5/2024,1,Somebody's Child,,Hole 44,Berlin,,Germany,,Club,Euro,FKP Scorpio Konzertproduktionen,Uncategorized,56,1333.84,700,8%,23.82,23.82,23.82,
Page 2,4/5/2024,1,Fulminacci,,Fabrique,Milan,,Italy,,Club,Euro,Friends & Partners,"Pop / Rock, World","3,233",101507.29,"3,233",100%,31.40,31.40,31.40,
Page 2,4/5/2024,1,Shayfer James,Endless Mike and the Beagle Club,The Basement,Columbus,Ohio,United States,"Columbus, OH",Club,US DOLLAR,"(In-House Promotion), AEG Presents, PromoWest Productions",Pop / Rock,78,1200.00,300,26%,15.00,18.00,15.38,
Page 2,4/5/2024,4,Noordkaap,,Het Depot,Leuven,,Belgium,,Club,Euro,Greenhouse Talent,,869,32948.16,880,98%,37.89,37.89,37.89,
Page 2,4/5/2024,1,Sylosis,"Harbinger, Burner",The Waterfront,Norwich,,United Kingdom,,Club,Pound Sterling,Cobra Agency,Pop / Rock,200,5050.39,200,100%,25.25,25.25,25.25,
Page 2,4/5/2024,1,Kastelruther Spatzen,,Hegel Hall,Stuttgart,,Germany,,Auditorium / Theatre,Euro,Semmel Concerts Entertainment GmbH,World,945,53105.85,"1,652",57%,41.14,74.70,56.20,
Page 2,4/5/2024,1,Star Wars: Return of the Jedi,,Hackensack Meridian Health Theatre,Red Bank,New Jersey,United States,New York,Auditorium / Theatre,US DOLLAR,(In-House Promotion),,635,52332.00,"1,568",40%,35.00,115.00,82.41,
Page 2,4/5/2024,1,Tim Dillon,,O2 Academy Glasgow,Glasgow,,United Kingdom,,Auditorium / Theatre,Pound Sterling,TEG Europe,Comedy,792,35775.70,"1,312",60%,53.66,53.66,45.17,
Page 2,4/5/2024,4,ISMO,,Boca Black Box Center For The Arts,Boca Raton,Florida,United States,West Palm Beach-Fort Pierce,Club,US DOLLAR,Independent Music Group,Comedy,279,11268.73,279,100%,38.00,48.00,40.32,
Page 2,4/5/2024,2,Becky Robinson,,Zanies Comedy Night Club,Nashville,Tennessee,United States,Nashville,Club,US DOLLAR,(In-House Promotion),Comedy,298,9380.00,298,100%,30.00,40.00,31.48,
Page 2,4/5/2024,1,William Black,,Blackbox Theater,Charlotte,North Carolina,United States,Charlotte,Auditorium / Theatre,US DOLLAR,Disco Presents,Dance / Electronic,651,17145.00,"1,000",65%,25.00,30.00,26.34,
Page 2,4/5/2024,1,American Spiritual Ensemble,,Capitol Center for the Arts - Chubb Theatre,Concord,New Hampshire,United States,Boston (Manchester),Auditorium / Theatre,US DOLLAR,(In-House Promotion),,658,20188.75,800,82%,35.00,35.00,30.68,
Page 2,4/5/2024,1,Frank Santos Jr.,,Bank Of NH Stage,Concord,New Hampshire,United States,Boston (Manchester),Auditorium / Theatre,US DOLLAR,(In-House Promotion),Comedy,203,7217.25,288,70%,25.00,30.00,35.55,
Page 2,4/5/2024,1,"Michael Flatley's ""Lord Of The Dance""",,Wunderino Arena,Kiel,,Germany,,Arena,Euro,Semmel Concerts Entertainment GmbH,"Family Entertainment, Theatrical","2,623",171191.31,"2,915",89%,48.72,95.27,65.27,
Page 2,4/5/2024,4,"""Mean Girls""",,Plaza Theatre,El Paso,Texas,United States,El Paso (Las Cruces),Auditorium / Theatre,US DOLLAR,Nederlander Concerts,Theatrical,"1,673",105747.75,"2,044",81%,35.00,67.50,63.20,
Page 2,4/5/2024,1,Ryan Sheridan,,Im Wizemann,Stuttgart,,Germany,,Club,Euro,C2 Concerts,"Folk, Pop / Rock",265,7746.45,550,48%,29.23,29.23,29.23,
Page 2,4/5/2024,1,Sexy Zebras,,Foro Indie Rocks,Mexico City,,Mexico,,Auditorium / Theatre,Pesos,OCESA,Pop / Rock,321,3886.41,900,35%,6.03,30.14,12.11,
Page 2,4/5/2024,1,Scarface,,Ramova,Chicago,Illinois,United States,Chicago,Auditorium / Theatre,US DOLLAR,Black Promoters Collective LLC,Rap / HipHop,"1,245",66444.50,"2,043",60%,49.50,69.50,53.37,
Page 2,4/5/2024,1,John Cleese,,Orpheum Theatre,San Francisco,California,United States,San Francisco-Oakland-San Jose,Auditorium / Theatre,US DOLLAR,Ambassador Theatre Group,Comedy,"2,121",228939.00,"2,197",96%,65.50,295.50,107.94,
Page 2,4/5/2024,1,Galactic Empire,,Kenny's Westside Pub,Peoria,Illinois,United States,Peoria-Bloomington,Club,US DOLLAR,Jay Goldberg Events & Ent'ment,Pop / Rock,289,4635.92,400,72%,15.00,20.00,16.04,
Page 2,4/5/2024,1,Radel Ortiz,,City Winery NYC,New York,New York,United States,New York,Club,US DOLLAR,(In-House Productions) / City Winery,,328,12870.00,328,100%,30.00,45.00,39.24,
Page 2,4/5/2024,2,Leah Rudick,,The Loft @ City Winery NYC,New York,New York,United States,New York,Club,US DOLLAR,"(In-House Productions) / City Winery, (In-House Promotion)",Comedy,160,5610.00,320,50%,35.00,40.00,35.06,
Page 2,4/5/2024,1,Mihali,,Paradise Rock Club,Boston,Massachusetts,United States,Boston (Manchester),Club,US DOLLAR,"(In-House Promotion), Crossroads Presents","Americana, Folk",555,17325.00,933,59%,30.00,35.00,31.22,
Page 2,4/5/2024,1,Bert Kreischer,,Nationwide Arena,Columbus,Ohio,United States,"Columbus, OH",Arena,US DOLLAR,"Outback Presents, LLC",Comedy,"13,030",961115.19,"13,671",95%,34.25,125.00,73.76,
Page 2,4/5/2024,1,Richard Thompson,,The Cut,Gloucester,Massachusetts,United States,Boston (Manchester),Club,US DOLLAR,(In-House Promotion),Pop / Rock,289,23415.00,289,100%,70.00,85.00,81.02,
Page 2,4/5/2024,1,The Lowdown Brass Band,,Clay Center For The Arts & Sciences,Charleston,West Virginia,United States,Charleston-Huntington,Auditorium / Theatre,US DOLLAR,(In-House Promotion),RB / Soul,192,4336.00,325,59%,25.00,25.00,22.58,
Page 2,4/5/2024,1,Thee Phantom & The Illharmonic Orchestra,,Bloomington Center For The Perf. Arts,Bloomington,Illinois,United States,Peoria-Bloomington,Auditorium / Theatre,US DOLLAR,(In-House Promotion),"Classical, Rap / HipHop",629,16714.00,"1,166",53%,25.00,45.00,26.57,
Page 2,4/5/2024,1,Kaylee Bell,,The Dunedin Centre / Town Hall,Dunedin,,New Zealand,,Auditorium / Theatre,New Zealand,Eccles Entertainment,Pop / Rock,769,29105.51,"2,200",34%,30.01,42.03,37.85,
Page 2,4/5/2024,1,Chelsea Handler,,Temple Hoyne Buell Theatre,Denver,Colorado,United States,Denver,Auditorium / Theatre,US DOLLAR,Live Nation,Comedy,"2,363",201620.00,"2,843",83%,55.00,125.00,85.32,
Page 2,4/5/2024,2,Elle Varner,,City Winery St. Louis,St. Louis,Missouri,United States,St. Louis,Club,US DOLLAR,(In-House Productions) / City Winery,RB / Soul,193,8034.36,520,37%,38.00,50.00,41.63,
Page 2,4/5/2024,1,Dirtysnatcha,,Meow Wolf Santa Fe,Santa Fe,New Mexico,United States,Albuquerque-Santa Fe,Club,US DOLLAR,(In-House Promotion),Dance / Electronic,157,3460.00,400,39%,20.00,25.00,22.04,
Page 2,4/5/2024,1,David Nihill,,The Rechabite,Perth,,Australia,,Auditorium / Theatre,Australian,Bohm Presents,Pop / Rock,193,6328.24,300,64%,32.79,32.79,32.79,
Page 2,4/5/2024,1,Luka Bloom,,Mandurah Performing Arts Centre,Mandurah,,Australia,,Auditorium / Theatre,Australian,Bohm Presents,Folk,411,18607.43,700,58%,45.27,45.27,45.27,
Page 2,4/5/2024,10,Danny Bhoy,,Greek Center,Melbourne,,Australia,,Auditorium / Theatre,Australian,Bohm Presents,Comedy,137,2880.69,137,100%,21.03,21.03,21.03,
Page 2,4/5/2024,10,Danny Bhoy,,Greek Center,Melbourne,,Australia,,Auditorium / Theatre,Australian,Bohm Presents,Comedy,137,2880.69,137,100%,21.03,21.03,21.03,
Page 2,4/5/2024,1,Chris Tall,,Georg Friedrich Haendel Halle,Halle,,Germany,,Untyped Venue,Euro,"ARGO Konzerte GmbH, Dirk Becker Entertainment GmbH",Comedy,"1,319",67241.04,"1,396",94%,53.54,53.54,50.98,
Page 2,4/5/2024,1,Tex,,Ratskeller Zeitz,Zeitz,,Germany,,Club,Euro,PRK DreamHaus GmbH,Pop / Rock,54,1339.25,300,18%,24.36,30.31,24.80,
Page 2,4/5/2024,1,"""Falco - Das Musical""",,Konzerthaus,Freiburg,,Germany,,Auditorium / Theatre,Euro,Vaddi Concerts GmbH,"Theatrical, Tribute Acts","1,480",92109.69,"1,550",95%,45.15,76.21,62.24,
Page 2,4/5/2024,1,Kytes,,Zauberberg,Passau,,Germany,,Untyped Venue,Euro,"(In-House Promotion), All Artist Agency GmbH",Pop / Rock,239,6793.71,320,74%,27.07,37.89,28.43,
Page 2,4/5/2024,1,Razz,,Kassablanca,Jena,,Germany,,Club,Euro,"(In-House Promotion), All Artist Agency GmbH",Pop / Rock,286,7420.58,600,47%,15.16,25.98,25.95,
Page 2,4/5/2024,3,Average White Band,,The Birchmere,Alexandria,Virginia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,"(In-House Promotion), The Birchmere Presents / Michael Jaworek",RB / Soul,500,32500.00,"1,500",33%,65.00,65.00,65.00,
Page 2,4/5/2024,1,Sharaktah,,Club Stereo,Nuremberg,,Germany,,Club,Euro,"(In-House Promotion), All Artist Agency GmbH",Rap / HipHop,195,4855.75,200,97%,24.90,32.48,24.90,
Page 2,4/5/2024,1,"Gatecreeper, Kruelty",,The Brightside,Brisbane,,Australia,,Club,Australian,Destroy All Lines,Pop / Rock,257,10568.53,350,73%,40.98,48.39,41.12,
Page 2,4/5/2024,1,Bibi & Tina,,Tempodrom,Berlin,,Germany,,Auditorium / Theatre,Euro,Pop-Out Live Gmbh,Family Entertainment,"1,822",97338.58,"3,103",58%,32.48,74.70,53.42,
Page 2,4/5/2024,1,Ludacris,,Eagle Mountain Casino,Porterville,California,United States,Fresno-Visalia,Casino,US DOLLAR,(In-House Promotion),Rap / HipHop,"1,334",157090.00,"1,842",72%,55.00,125.00,117.76,
Page 2,4/5/2024,1,Hell Is For Heroes,,Academy 2,Manchester,,United Kingdom,,Club,Pound Sterling,DEAG / KMJ Entertainment,Pop / Rock,488,16027.41,900,54%,32.83,35.35,32.84,
Page 2,4/5/2024,1,Andy And The Odd Socks,,Indigo At The O2,London,,United Kingdom,,Club,Pound Sterling,DEAG / KMJ Entertainment,"Family Entertainment, Pop / Rock","1,319",49163.65,"1,617",81%,24.62,41.03,37.27,
Page 2,4/5/2024,1,"""Kidz Bop Live""",,Cliffs Pavilion,Southend-On-Sea,,United Kingdom,,Auditorium / Theatre,Pound Sterling,DEAG / KMJ Entertainment,Family Entertainment,"1,415",60419.08,"1,604",88%,31.56,53.03,42.70,
Page 2,4/5/2024,1,"Matt Fraser ""Psychic Medium""",,Paramount Hudson Valley Arts,Peekskill,New York,United States,New York,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Family Entertainment,"1,012",81104.50,"1,051",96%,49.50,99.00,80.14,
Page 2,4/5/2024,1,"""Bob & Tom Comedy Tour""",,Charleston Theater,Charleston,West Virginia,United States,Charleston-Huntington,Auditorium / Theatre,US DOLLAR,(In-House Promotion),,528,29805.00,770,68%,39.00,150.00,56.45,
Page 2,4/5/2024,1,Stephanie Chou,,Joe's Pub,New York,New York,United States,New York,Club,US DOLLAR,(In-House Promotion),Uncategorized,144,3255.00,156,92%,5.00,25.00,22.60,
Page 2,4/5/2024,1,Raina Sokolov-Gonazlez,,Joe's Pub,New York,New York,United States,New York,Club,US DOLLAR,(In-House Promotion),,169,3400.00,169,100%,20.00,25.00,20.12,
Page 2,4/5/2024,1,Malú,,Teatro El Silo,Pozoblanco,,Spain,,Untyped Venue,Euro,Riff Producciones,Pop / Rock,695,40859.72,695,100%,43.31,75.79,58.79,
Page 2,4/5/2024,1,King Creosote,,Troon Concert Hall,Troon,,United Kingdom,,Untyped Venue,Pound Sterling,Regular Music,Americana,652,22638.37,652,100%,34.72,34.72,34.72,
Page 2,4/5/2024,2,Só Pra Contrariar,,Allianz Parque,São Paulo,,Brazil,,Stadium,BLR,Opus Entretenimento,Latin,"29,026",223866.23,"50,265",57%,11.86,43.49,7.71,
Page 2,4/5/2024,1,Richard Thompson,,The Cut,Gloucester,Massachusetts,United States,Boston (Manchester),Club,US DOLLAR,(In-House Promotion),Pop / Rock,282,23415.00,300,94%,70.00,85.00,83.03,
Page 2,4/5/2024,1,Brains On!,,Capital Turnaround,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Auditorium / Theatre,US DOLLAR,Union Stage,Family Entertainment,604,14105.00,950,63%,15.00,35.00,23.35,
Page 2,4/5/2024,1,Jon Tyler Wiley,,Jammin' Java,Vienna,Virginia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,Union Stage,"Americana, Country",51,923.00,240,21%,15.00,25.00,18.10,
Page 2,4/5/2024,1,Tiny Habits,,Union Stage,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,Union Stage,"Folk, Pop / Rock",550,13025.00,550,100%,25.00,50.00,23.68,
Page 2,4/5/2024,1,Jimmy Dore,,Kleine Tempodrom,Berlin,,Germany,,Auditorium / Theatre,Euro,D2m Berlin,,278,12024.16,336,82%,43.25,43.25,43.25,
Page 2,4/5/2024,1,"""Josiah For President""",,Blue Gate Music Hall,Shipshewana,Indiana,United States,South Bend-Elkhart,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Theatrical,134,5072.30,300,44%,39.95,39.95,37.85,
Page 2,4/5/2024,1,Couch,,The 8X10,Baltimore,Maryland,United States,Baltimore,Club,US DOLLAR,All Good Presents / Tim Walther,Pop / Rock,350,10510.00,350,100%,25.00,30.00,30.03,
Page 2,4/5/2024,1,Simone Dinnerstein,Baroklyn,Woltosz Theatre,Auburn,Alabama,United States,"Columbus, GA",Auditorium / Theatre,US DOLLAR,(In-House Promotion),Classical,683,33138.50,"1,128",60%,20.00,65.00,48.52,
Page 2,4/5/2024,1,West 22nd,,Stable Hall,San Antonio,Texas,United States,San Antonio,Auditorium / Theatre,US DOLLAR,"(In-House Promotion), Soap Creek Entertainment",Pop / Rock,157,2906.00,700,22%,18.00,20.00,18.51,
Page 2,4/5/2024,3,Cris MJ,,Movistar Arena,Santiago,,Chile,,Arena,Peso,"(In-House Promotion), Iguana Producionnes",Rap / HipHop,"14,293",461022.90,"15,000",95%,26.57,37.20,32.25,
Page 2,4/5/2024,1,Lauren Daigle,Blessing Offor,Simmons Bank Arena,North Little Rock,Arkansas,United States,Little Rock-Pine Bluff,Arena,US DOLLAR,AEG Presents,Christian,"9,386",569534.76,"10,549",88%,29.50,129.50,60.68,
Page 2,4/5/2024,1,Joshua Radin,,Fairfield Theatre StageOne,Fairfield,Connecticut,United States,New York,Club,US DOLLAR,Fairfield Theatre Company,Pop / Rock,190,8945.00,215,88%,43.00,48.00,47.08,
Page 2,4/5/2024,1,Blind Guardian,Sorcerer,Tradgaarn,Gothenburg,,Sweden,,Arena,Kronas,FKP Scorpio Konzertproduktionen,Pop / Rock,"1,271",53621.49,"1,300",97%,42.19,42.19,42.19,
Page 2,4/5/2024,1,Amina,,Bird,Rotterdam,,Netherlands,,Untyped Venue,Euro,"(In-House Promotion), Friendly Fire / FKP Scorpio",Rap / HipHop,119,1868.14,330,36%,15.70,15.70,15.70,
Page 2,4/5/2024,1,Hideous,,Café Wilhelmina,Eindhoven,,Netherlands,,Club,Euro,"(In-House Promotion), Friendly Fire / FKP Scorpio",Pop / Rock,58,690.74,200,29%,11.91,11.91,11.91,
Page 2,4/5/2024,1,Ilse DeLange,,De Maaspoort - Grote Zaal,Venlo,,Netherlands,,Auditorium / Theatre,Euro,"(In-House Promotion), Friendly Fire / FKP Scorpio",Pop / Rock,719,32452.84,760,94%,53.59,53.59,45.14,
Page 2,4/5/2024,1,"Kamerata Zuid, Ellen Ten Damme",,Theater De Lievekamp,Oss,,Netherlands,,Auditorium / Theatre,Euro,"(In-House Promotion), Friendly Fire / FKP Scorpio","Classical, Theatrical",504,11040.74,650,77%,36.27,36.27,21.91,
Page 2,4/5/2024,1,Pip Blom,,Burgerweeshuis,Deventer,,Netherlands,,Club,Euro,"(In-House Promotion), Friendly Fire / FKP Scorpio",Pop / Rock,175,3031.46,450,38%,17.32,17.32,17.32,
Page 2,4/5/2024,1,Scooter,,Ziggo Dome,Amsterdam,,Netherlands,,Arena,Euro,Friendly Fire / FKP Scorpio,Dance / Electronic,"10,389",635404.40,"11,346",91%,37.89,70.37,61.16,
Page 2,4/5/2024,1,Tide Lines,,Bitterzoet,Amsterdam,,Netherlands,,Club,Euro,"Friendly Fire / FKP Scorpio, Paradiso",Pop / Rock,266,5471.78,350,76%,20.57,20.57,20.57,
Page 2,4/5/2024,1,LA LOM,,The Blue Room,Nashville,Tennessee,United States,Nashville,Club,US DOLLAR,(In-House Promotion),"Americana, Jazz",250,5000.00,250,100%,20.00,25.00,20.00,
Page 2,4/5/2024,1,Yami Safdie,,Quality Espacio,Cordoba,,Argentina,,Auditorium / Theatre,Pesos,Dale Play Live,"Pop / Rock, World",686,14145.50,900,76%,18.57,20.89,20.62,
Page 2,4/5/2024,1,360,,Country Club,South West Rocks,,Australia,,Untyped Venue,Australian,Teamwrk Touring,Rap / HipHop,313,5644.41,800,39%,32.79,32.79,18.03,
Page 2,4/5/2024,1,Super Future,,The Office,Nashville,Tennessee,United States,Nashville,Club,US DOLLAR,Full Circle Presents,Dance / Electronic,214,4285.00,350,61%,15.00,25.00,20.02,
Page 2,4/5/2024,1,Maoli,,The Radio Room,Greenville,South Carolina,United States,Greenville-Spartanburg-Asheville-Anderson,Club,US DOLLAR,(In-House Promotion),"Pop / Rock, World",275,8250.00,275,100%,30.00,30.00,30.00,
Page 2,4/5/2024,1,TUSK – The Classic Fleetwood Mac Tribute,,Four Winds Casino / Silver Creek Event Center,New Buffalo,Michigan,United States,South Bend-Elkhart,Casino,US DOLLAR,(In-House Promotion),Tribute Acts,695,26452.00,"1,324",52%,20.00,50.00,38.06,
Page 2,4/5/2024,4,"""Men Are From Mars / Women Are From Venus - Live!""",,Jarson-Kaplan Theater,Cincinnati,Ohio,United States,Cincinnati,Auditorium / Theatre,US DOLLAR,Emery Entertainment,Theatrical,280,9011.00,437,64%,30.00,60.00,32.10,
Page 2,4/5/2024,1,Oli Brown & The Dead Collective,,The Key Club,Leeds,,United Kingdom,,Club,Pound Sterling,Futuresound Music,Blues,102,1551.73,300,34%,15.15,15.15,15.21,
Page 2,4/5/2024,1,Romare,,The Grove,Newcastle upon Tyne,,United Kingdom,,Club,Pound Sterling,Futuresound Music,Dance / Electronic,251,4763.15,300,83%,18.94,18.94,18.98,
Page 2,4/5/2024,1,Godsmack,"P.O.D., Drowning Pool",Stadthalle Offenbach Veranstaltungs,Offenbach,,Germany,,Arena,Euro,Concert Team NRW,Pop / Rock,"3,680",279212.42,"3,680",100%,69.29,69.29,75.87,
Page 2,4/4/2024,1,Madonna,,Amalie Arena,Tampa,Florida,United States,Tampa-St. Petersburg (Sarasota),Arena,US DOLLAR,Live Nation,Pop / Rock,"14,396",2950174.00,"14,396",100%,79.50,500.00,204.93,
Page 2,4/4/2024,2,Bruce Springsteen & The E Street Band,,Kia Forum,Inglewood,California,United States,Los Angeles,Arena,US DOLLAR,Live Nation,Pop / Rock,"16,794",3962963.00,"16,794",100%,59.50,399.50,235.97,
Page 2,4/4/2024,1,The Magnetic Fields,,The Town Hall,New York,New York,United States,New York,Auditorium / Theatre,US DOLLAR,The Bowery Presents,Pop / Rock,"1,400",91309.60,"1,409",99%,49.50,49.50,65.22,
Page 2,4/4/2024,1,Tim McGraw,Carly Pearce,Ball Arena,Denver,Colorado,United States,Denver,Arena,US DOLLAR,Live Nation,Country,"11,524",1514210.00,"11,538",99%,29.50,239.50,131.40,
Page 2,4/4/2024,1,Beginnings - Trib. to Chicago,,The Parker,Fort Lauderdale,Florida,United States,Miami-Ft. Lauderdale,Auditorium / Theatre,US DOLLAR,MusicWorks,Tribute Acts,482,21416.76,"1,147",42%,43.50,82.50,44.43,
Page 2,4/4/2024,1,Dan + Shay,"Hailey Whitters, Ben Rector",Fiserv Forum,Milwaukee,Wisconsin,United States,Milwaukee,Arena,US DOLLAR,Live Nation,Country,"6,524",396647.50,"10,546",61%,12.25,154.50,60.80,
Page 2,4/4/2024,1,Kane Brown,"Tyler Hubbard, Parmalee",Little Caesars Arena,Detroit,Michigan,United States,Detroit,Arena,US DOLLAR,AEG Presents,Country,"13,122",1349051.50,"18,336",71%,44.95,134.95,102.81,
Page 2,4/4/2024,1,Mitski,,Teatro Metropolitan,Mexico City,,Mexico,,Auditorium / Theatre,Pesos,OCESA,Folk,"3,022",211885.52,"3,064",98%,34.46,187.39,70.11,
Page 2,4/4/2024,1,Colin Hay,,Capital One Hall,Tysons,Virginia,United States,"Washington, D.C. (Hagerstown)",Auditorium / Theatre,US DOLLAR,The Birchmere Presents / Michael Jaworek,Pop / Rock,"1,187",83690.00,"1,561",76%,55.00,100.00,70.51,
Page 2,4/4/2024,1,UB40 Feat. Ali Campbell,,3Arena,Dublin,,Ireland,,Arena,Euro,Live Nation / Gaiety Investments (MCD Productions),"Pop / Rock, World","10,817",623198.24,"13,309",81%,57.47,57.47,57.61,
Page 2,4/4/2024,2,Chris Fleming,,The Wilbur,Boston,Massachusetts,United States,Boston (Manchester),Club,US DOLLAR,Bill Blumenreich Presents,Comedy,848,36202.50,"1,096",77%,38.00,47.00,42.69,
Page 2,4/4/2024,1,The Harlem Globetrotters,,H Arena,Nantes,,France,,Arena,Euro,Gérard Drouot Productions,Sports Entertainment,"5,223",240489.71,"5,240",99%,46.05,46.05,46.04,
Page 2,4/4/2024,1,Bad Bunny,,Scotiabank Arena,Toronto,Ontario,Canada,,Arena,Canadian,Live Nation,"Latin, Rap / HipHop","16,937",4125946.86,"16,937",100%,75.42,704.26,243.61,
Page 2,4/4/2024,1,Sleepytime Gorilla Museum,Faun Fables,191 Toole,Tucson,Arizona,United States,Tucson (Sierra Vista),Club,US DOLLAR,Rialto Theatre,Pop / Rock,168,3570.00,500,33%,20.00,25.00,21.25,
Page 2,4/4/2024,1,San Fermin,Runnner,The Sinclair,Cambridge,Massachusetts,United States,Boston (Manchester),Club,US DOLLAR,The Bowery Presents,Pop / Rock,416,10453.75,525,79%,18.75,28.00,25.13,
Page 2,4/4/2024,1,Jonathan Roy,,Union Stage,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,Union Stage,Pop / Rock,53,1900.00,550,9%,30.00,50.00,35.85,
Page 2,4/4/2024,1,Chris Stapleton,"Allen Stone, The War and Treaty",Alerus Center,Grand Forks,North Dakota,United States,Fargo,"Arena, Convention Center, Stadium",US DOLLAR,Live Nation,Country,"14,151",1162873.00,"14,151",100%,59.75,139.75,82.18,
Page 2,4/4/2024,1,"Lynyrd Skynyrd, ZZ Top",Black Stone Cherry,Mississippi Coast Coliseum,Biloxi,Mississippi,United States,Biloxi-Gulfport,Arena,US DOLLAR,Doussan Music Group - DMG Presents,Pop / Rock,"5,552",460511.00,"6,811",81%,32.75,345.50,82.95,
