Source Page,Event Date,Number of Shows,Headliner,Support,Venue,City,State,Country,Market,Venue Type,Currency,Promoter,Genre,Tickets Sold,Gross USD,Event Capacity,Capacity Sold %,Min Price USD,Max Price USD,Avg Price USD,Actions
Page 1,4/20/2024,1,"""Golden Boy Boxing""","Devin Haney, Ryan Garcia",Barclays Center,Brooklyn,New York,United States,New York,Arena,US DOLLAR,Golden Boy Presents,Family Entertainment,"14,601",4387565.00,"15,150",96%,100.00,5000.00,300.50,
Page 1,4/20/2024,1,Jerry Seinfeld,Ryan Hamilton,Weidner Center for the Performing Arts,Green Bay,Wisconsin,United States,Green Bay-Appleton,Auditorium / Theatre,US DOLLAR,JS Touring LLC,Comedy,"1,986",265247.50,"1,998",99%,55.00,420.00,133.56,
Page 1,4/20/2024,1,Pedro Fernández,,Arena CDMX,Mexico City,,Mexico,,Arena,Pesos,Zignia Live,Latin,"15,698",362546.14,"15,724",99%,20.63,114.95,23.10,
Page 1,4/20/2024,5,"""Paw Patrol Live!""",,Theater at Madison Square Garden,New York,New York,United States,New York,Auditorium / Theatre,US DOLLAR,"(In-House Promotion), MSG Entertainment, Vstar Entertainment Group",Theatrical,"3,568",218762.70,"4,269",83%,22.00,172.00,61.31,
Page 1,4/20/2024,1,Chica sobresalto,,La Sala del WiZink Center,Madrid,,Spain,,Auditorium / Theatre,Euro,Ara Music Entertainment,Pop / Rock,705,13552.66,750,94%,19.22,19.22,19.22,
Page 1,4/20/2024,1,Elton Rohn,,Showroom At Turning Stone Casino Resort,Verona,New York,United States,Syracuse,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Pop / Rock,519,16905.00,531,97%,25.00,37.00,32.57,
Page 1,4/20/2024,1,Asake,,Rogers Place,Edmonton,Alberta,Canada,,Arena,Canadian,Hunter TV Africa,World,"5,764",296190.79,"11,697",49%,36.47,290.91,51.39,
Page 1,4/20/2024,1,"""Colorado Speaker Series"", Chesley ""Sully"" Sullenberger",,Bellco Theatre,Denver,Colorado,United States,Denver,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Spoken Word,"4,863",275828.75,"4,879",99%,29.00,223.31,56.72,
Page 1,4/20/2024,1,"""PBR Velocity Tour""",,INTRUST Bank Arena,Wichita,Kansas,United States,Wichita-Hutchinson Plus,Arena,US DOLLAR,Professional Bull Riders,Sports,"5,273",250908.50,"11,765",44%,16.00,105.00,47.58,
Page 1,4/20/2024,1,"""Napoleon Dynamite Live""",,MegaCorp Pavilion,Newport,Kentucky,United States,Cincinnati,Auditorium / Theatre,US DOLLAR,"(In-House Promotion), AEG Presents, PromoWest Productions",Theatrical,538,30716.00,958,56%,35.00,99.00,57.09,
Page 1,4/20/2024,1,Mark O'Connor,,Wachholz College Center,Kalispell,Montana,United States,Missoula,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Country,687,30455.00,"1,000",68%,39.00,109.00,44.33,
Page 1,4/20/2024,1,Lisa Sherman’s Disco Connection,,The Vogel,Red Bank,New Jersey,United States,New York,Club,US DOLLAR,The Basie Presents,Dance / Electronic,377,11946.00,479,78%,29.00,49.00,31.69,
Page 1,4/20/2024,2,"""Harry Potter In Concert""",,Robinson Center Performance Hall,Little Rock,Arkansas,United States,Little Rock-Pine Bluff,Auditorium / Theatre,US DOLLAR,Innovation Arts and Entertainment,Theatrical,"2,002",145171.37,"2,222",90%,42.00,122.00,72.50,
Page 1,4/20/2024,1,"""Golden Girls: The Laughs Continue""",,State Theatre Center For The Arts,Easton,Pennsylvania,United States,Philadelphia,Auditorium / Theatre,US DOLLAR,Innovation Arts and Entertainment,Theatrical,"1,042",55233.20,"1,066",97%,40.00,75.00,53.01,
Page 1,4/20/2024,2,"""Harry Potter In Concert""",,Mortensen Hall,Hartford,Connecticut,United States,Hartford-New Haven,Auditorium / Theatre,US DOLLAR,Innovation Arts and Entertainment,Theatrical,"2,231",167882.88,"2,636",84%,35.50,119.50,75.23,
Page 1,4/20/2024,1,The Harlem Globetrotters,,SAP Arena,Mannheim,,Germany,,Arena,Euro,"BB Promotion, C2 Concerts",Sports Entertainment,"3,500",261655.14,"5,000",70%,68.35,81.17,74.76,
Page 1,4/20/2024,1,"""FDNY vs. NYPD Heroes Hockey Game""",,UBS Arena,Elmont,New York,United States,New York,Arena,US DOLLAR,(In-House Promotion),Family Entertainment,"17,248",488670.00,"17,248",100%,30.00,250.00,28.33,
Page 1,4/20/2024,1,Jade Bird,,The Miracle Theatre,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Auditorium / Theatre,US DOLLAR,Union Stage,Pop / Rock,290,7750.00,370,78%,25.00,35.00,26.72,
Page 1,4/20/2024,1,Mike DelGuidice,,The Paramount,Huntington,New York,United States,New York,Club,US DOLLAR,"(In-House Promotion), Live Nation",Pop / Rock,"1,573",55656.00,"1,573",100%,20.00,60.00,35.38,
Page 1,4/20/2024,1,Rain - A Tribute To The Beatles,,Aronoff Center For The Arts,Cincinnati,Ohio,United States,Cincinnati,Auditorium / Theatre,US DOLLAR,"Cincinnati Arts Association, LiveCo, MagicSpace Entertainment",Tribute Acts,"2,318",133272.00,"2,669",86%,35.75,75.75,57.49,
Page 1,4/20/2024,1,Elle Varner,,City Winery Boston,Boston,Massachusetts,United States,Boston (Manchester),Club,US DOLLAR,"(In-House Productions) / City Winery, (In-House Promotion)",RB / Soul,240,10220.00,288,83%,30.00,50.00,42.58,
Page 1,4/20/2024,1,Dave Matthews Band,,Nelson Mandela Forum,Florence,,Italy,,Arena,Euro,D'Alessandro & Galli / Di & Gi Srl,Pop / Rock,"5,179",317206.13,"5,848",88%,55.53,73.69,61.25,
Page 1,4/20/2024,1,Liverpool Legends - Beatles Experience!,,The Brauntex Performing Arts Theatre,New Braunfels,Texas,United States,San Antonio,Auditorium / Theatre,US DOLLAR,Liverpool Legends,Tribute Acts,540,27315.00,586,92%,35.00,75.00,50.58,
Page 1,4/20/2024,1,Jão,,Cabanga Iate Club De Pernambuco,Recife,,Brazil,,Outdoor Venues,BLR,30e,Dance / Electronic,"6,490",254456.55,"21,000",30%,34.39,171.95,39.21,
Page 1,4/20/2024,4,"""Paw Patrol Live!""",,Veterans Memorial Coliseum,Portland,Oregon,United States,"Portland, OR",Arena,US DOLLAR,Vstar Entertainment Group,Theatrical,"1,132",66081.56,"3,280",34%,25.00,140.00,58.34,
Page 1,4/20/2024,4,"""Paw Patrol Live!""",,Veterans Memorial Coliseum,Portland,Oregon,United States,"Portland, OR",Arena,US DOLLAR,Vstar Entertainment Group,Theatrical,"1,132",66081.56,"3,280",34%,25.00,140.00,58.34,
Page 1,4/20/2024,1,MercyMe,"Newsboys, David Leonard",Heritage Bank Center,Cincinnati,Ohio,United States,Cincinnati,Arena,US DOLLAR,"LiveCo, TPR.",Christian,"6,067",258146.13,"6,700",90%,20.00,89.00,42.55,
Page 1,4/20/2024,1,Big Daddy Weave,,Mountain Park Community Church,Phoenix,Arizona,United States,Phoenix (Prescott),Auditorium / Theatre,US DOLLAR,"LiveCo, TPR.",Christian,767,25000.75,920,83%,19.95,75.00,32.60,
Page 1,4/20/2024,4,"""Bluey's Big Play""",,The VETS,Providence,Rhode Island,United States,Providence-New Bedford,Auditorium / Theatre,US DOLLAR,Professional Facilities Mgmt.,Family Entertainment,"1,251",66979.06,"2,011",62%,25.00,55.00,53.54,
Page 1,4/20/2024,1,Derek Hough,,Dr. Phillips Center - Walt Disney Theater,Orlando,Florida,United States,Orlando-Daytona Beach-Melbourne,Auditorium / Theatre,US DOLLAR,"Dr. Phillips Center for the Performing Arts, Live Nation",Theatrical,"2,542",199338.00,"2,596",97%,50.00,300.00,78.42,
Page 1,4/20/2024,1,Richmond Symphony,,Dominion Energy Center - Carpenter Theatre,Richmond,Virginia,United States,Richmond-Petersburg,Auditorium / Theatre,US DOLLAR,Richmond Symphony,Classical,"1,331",64062.37,"1,471",90%,15.00,86.00,48.13,
Page 1,4/20/2024,1,Ali Siddiq,,Dr. Phillips Center - Steinmetz Hall,Orlando,Florida,United States,Orlando-Daytona Beach-Melbourne,Auditorium / Theatre,US DOLLAR,"Dr. Phillips Center for the Performing Arts, Outback Presents, LLC",Comedy,"1,439",74310.00,"1,487",96%,30.00,125.00,51.64,
Page 1,4/20/2024,1,Chris Renzema,Citizens,Ventura Music Hall,Ventura,California,United States,Los Angeles,Club,US DOLLAR,"LiveCo, TPR.","Christian, Folk, Pop / Rock",423,12677.00,660,64%,23.00,57.50,29.97,
Page 1,4/20/2024,1,Chris Tomlin,Cain,Agganis Arena,Boston,Massachusetts,United States,Boston (Manchester),Arena,US DOLLAR,"LiveCo, TPR.",Christian,"4,342",165266.00,"5,569",77%,15.00,95.00,38.06,
Page 1,4/20/2024,1,The California Honeydrops,,The Wilma,Missoula,Montana,United States,Missoula,Club,US DOLLAR,Logjam Presents,Blues,820,26705.00,"1,500",54%,32.00,37.00,32.57,
Page 1,4/20/2024,1,KB,"Nobigdyl., Limoblaze, Whatuprg, Trip Lee",Hollywood Community Church,Hollywood,Florida,United States,Miami-Ft. Lauderdale,Auditorium / Theatre,US DOLLAR,"LiveCo, TPR.","Christian, Rap / HipHop","1,130",34722.50,"1,130",100%,15.00,85.00,30.73,
Page 1,4/20/2024,1,Miel San Marcos,Harold y Elena,First Baptist Church Charlotte,Charlotte,North Carolina,United States,Charlotte,Auditorium / Theatre,US DOLLAR,"LiveCo, TPR.","Christian, Latin","1,285",44171.00,"1,550",82%,10.00,150.00,34.37,
Page 1,4/20/2024,1,Hardrock,,Velvet Underground,Toronto,Ontario,Canada,,Club,Canadian,Embrace Presents,Pop / Rock,325,5919.94,450,72%,18.18,18.18,18.22,
Page 1,4/20/2024,1,Phil Wickham,"Pat Barrett, Benjamin William Hastings",Dream City Church,Phoenix,Arizona,United States,Phoenix (Prescott),Auditorium / Theatre,US DOLLAR,"LiveCo, TPR.",Christian,"3,434",190476.50,"3,434",100%,29.50,100.00,55.47,
Page 1,4/20/2024,1,Alvvays,spllit,Newport Music Hall,Columbus,Ohio,United States,"Columbus, OH",Auditorium / Theatre,US DOLLAR,"(In-House Promotion), AEG Presents, PromoWest Productions",Pop / Rock,"1,400",42670.00,"1,400",100%,30.00,65.00,30.48,
Page 1,4/20/2024,1,Tomorrows Bad Seeds,,Saint Rocke,Hermosa Beach,California,United States,Los Angeles,Club,US DOLLAR,(In-House Promotion),Pop / Rock,326,6684.00,350,93%,20.00,62.00,20.50,
Page 1,4/20/2024,1,Dusty Slay,,Agora Theatre,Cleveland,Ohio,United States,Cleveland-Akron (Canton),Auditorium / Theatre,US DOLLAR,"Outback Presents, LLC",Comedy,890,39930.93,"1,056",84%,35.75,55.75,44.87,
Page 1,4/20/2024,1,Lewis Black,,James K. Polk Theater,Nashville,Tennessee,United States,Nashville,Auditorium / Theatre,US DOLLAR,"Outback Presents, LLC",Comedy,892,50934.00,"1,009",88%,49.00,89.00,57.10,
Page 1,4/20/2024,2,"""Monster Jam""",,Hallenstadion Zurich,Zurich,,Switzerland,,Arena,Swiss Franc,Good News Productions,Sports Entertainment,"7,900",490805.80,"15,800",50%,57.16,102.23,62.13,
Page 1,4/20/2024,1,Bryce Leatherwood,,Terminal South,Tifton,Georgia,United States,"Albany, GA",Club,US DOLLAR,"LiveCo, Peachtree Entertainment",Country,140,1920.00,550,25%,12.00,15.00,13.71,
Page 1,4/20/2024,1,Buntspecht,,Musikbunker Aachen e.V.,Aachen,,Germany,,Untyped Venue,Euro,FKP Scorpio Konzertproduktionen,Pop / Rock,199,5489.41,350,56%,26.70,26.70,27.58,
Page 1,4/20/2024,1,Disarstar,,Bahnhof Pauli,Hamburg,,Germany,,Untyped Venue,Euro,FKP Scorpio Konzertproduktionen,Rap / HipHop,450,9611.82,450,100%,21.36,21.36,21.36,
Page 1,4/20/2024,1,(hed)pe,,The District,Spokane,Washington,United States,Spokane,Club,US DOLLAR,Knitting Factory Entertainment - Beverly Hills,Pop / Rock,250,5000.00,250,100%,20.00,20.00,20.00,
Page 1,4/20/2024,1,Enrico Brignano,,Volkshaus,Zurich,,Switzerland,,Club,Swiss Franc,Vivo Concerti,Comedy,"1,087",85415.32,"1,090",99%,65.08,84.48,78.58,
Page 1,4/20/2024,1,Enrico Sangiuliano,,Mob Disco Theatre,Palermo,,Italy,,Club,Euro,Vivo Concerti,Dance / Electronic,"1,800",38447.29,"2,000",90%,21.36,26.70,21.36,
Page 1,4/20/2024,1,Fast Animals and Slow Kids,,Backstage By The Mill,Paris,,France,,Untyped Venue,Euro,Vivo Concerti,Pop / Rock,420,9160.07,420,100%,24.76,24.76,21.81,
Page 1,4/20/2024,1,Ghostly Kisses,,Locomotiv Club,Bologna,,Italy,,Club,Euro,Vivo Concerti,Pop / Rock,142,2760.52,270,52%,19.65,19.65,19.44,
Page 1,4/20/2024,1,"""All Elite Wrestling""",,Peoria Civic Center Arena,Peoria,Illinois,United States,Peoria-Bloomington,Arena,US DOLLAR,All Elite Wrestling,Sports Entertainment,"2,196",116771.00,"8,390",26%,24.00,129.00,53.17,
Page 1,4/20/2024,1,Hidden Gemz,,FLEX,Vienna,,Austria,,Club,Euro,Arcadia Live / FKP Scorpio,Pop / Rock,464,7433.14,750,61%,16.02,16.02,16.02,
Page 1,4/20/2024,1,Bastian Bielendorfer,,Simm City,Vienna,,Austria,,Club,Euro,Arcadia Live / FKP Scorpio,Comedy,305,11106.99,490,62%,36.42,36.42,36.42,
Page 1,4/20/2024,1,Gizmo Varillas,,Das Werk,Vienna,,Austria,,Untyped Venue,Euro,Arcadia Live / FKP Scorpio,,233,6220.98,250,93%,26.70,26.70,26.70,
Page 1,4/20/2024,1,Dan Deacon,,Nectar Lounge,Seattle,Washington,United States,Seattle-Tacoma,Club,US DOLLAR,(In-House Promotion),Dance / Electronic,450,13535.00,450,100%,30.00,35.00,30.08,
Page 1,4/20/2024,1,Juse Ju,,Charles Bronson - Halle,Halle,,Germany,,Club,Euro,FKP Scorpio Konzertproduktionen,Rap / HipHop,251,6701.58,267,94%,26.70,26.70,26.70,
Page 1,4/20/2024,1,Kat Frankie,,Theater Erfurt,Erfurt,,Germany,,Auditorium / Theatre,Euro,FKP Scorpio Konzertproduktionen,Pop / Rock,378,16636.99,800,47%,41.65,52.33,44.01,
Page 1,4/20/2024,1,Cro-Mags,,The Olympic,Boise,Idaho,United States,Boise,Club,US DOLLAR,Knitting Factory Entertainment - Beverly Hills,Pop / Rock,120,2620.00,320,37%,20.00,25.00,21.83,
Page 1,4/20/2024,1,Charles Wesley Godwin,Erin Viancourt,Empire Live,Albany,New York,United States,Albany-Schenectady-Troy,Club,US DOLLAR,"(In-House Promotion), SLP Concerts, Step Up Presents",Country,"1,000",42580.00,"1,000",100%,35.00,55.00,42.58,
Page 1,4/20/2024,1,HAUSER,,Riverside Theatre,Perth,,Australia,,Auditorium / Theatre,Australian,TEG Dainty,Pop / Rock,"2,455",199307.77,"2,455",100%,70.36,115.54,81.18,
Page 1,4/20/2024,1,Mira Lu Kovacs,,Milla Club,Munich,,Germany,,Untyped Venue,Euro,FKP Scorpio Konzertproduktionen,Pop / Rock,98,2329.26,250,39%,23.50,23.50,23.77,
Page 1,4/20/2024,1,Myrkur,Jonathan Hultén,Parkhotel Dresden Ballsaal,Dresden,,Germany,,Auditorium / Theatre,Euro,FKP Scorpio Konzertproduktionen,Pop / Rock,312,10765.24,550,56%,34.18,34.18,34.50,
Page 1,4/20/2024,1,IE/DC - Trib. to AC/DC,,The Academy,Dublin,,Ireland,,Auditorium / Theatre,Euro,Live Nation / Gaiety Investments (MCD Productions),Tribute Acts,316,8605.78,395,80%,27.77,27.77,27.23,
Page 1,4/20/2024,1,Elliot Moss,,Petit Campus,Montreal,Quebec,Canada,,Club,Canadian,"Evenko, Greenland Events Inc",Pop / Rock,93,1649.44,261,35%,16.00,18.18,17.74,
Page 1,4/20/2024,1,Toby Sebastian,,LARK,Berlin,,Germany,,Club,Euro,FKP Scorpio Konzertproduktionen,Pop / Rock,52,1110.70,180,28%,21.36,21.36,21.36,
Page 1,4/20/2024,1,Kastelruther Spatzen,,bigBOX Allgäu,Kempten,,Germany,,Arena,Euro,Semmel Concerts Entertainment GmbH,World,"1,366",78440.70,"2,580",52%,32.04,72.62,57.42,
Page 1,4/20/2024,1,Bird On The Wire,,Muziekgebouw Frits Philips,Eindhoven,,Netherlands,,Auditorium / Theatre,Euro,Greenhouse Talent,Pop / Rock,276,8400.73,385,71%,30.44,30.44,30.44,
Page 1,4/20/2024,1,BAILEN,Cece Coakley,The Basement,Columbus,Ohio,United States,"Columbus, OH",Club,US DOLLAR,"(In-House Promotion), AEG Presents, PromoWest Productions",Pop / Rock,109,2220.00,300,36%,20.00,25.00,20.37,
Page 1,4/20/2024,1,Di-Rect,Judith,CC De Warande,Turnhout,,Belgium,,Untyped Venue,Euro,Greenhouse Talent,Pop / Rock,778,21187.66,778,100%,25.63,28.84,27.23,
Page 1,4/20/2024,2,"""Masters Of Dirt""",,Festhalle - Messe Frankfurt,Frankfurt,,Germany,,Arena,Euro,Semmel Concerts Entertainment GmbH,Sports Entertainment,"5,290",292821.51,"5,649",93%,55.53,83.30,55.35,
Page 1,4/20/2024,1,The Shires,,Cheese & Grain,Frome,,United Kingdom,,Club,Pound Sterling,TEG Europe,Country,497,17663.26,500,99%,35.54,35.54,35.54,
Page 1,4/20/2024,1,"Michael Flatley's ""Lord Of The Dance""",,Olympic Hall,Munich,,Germany,,Arena,Euro,Semmel Concerts Entertainment GmbH,"Family Entertainment, Theatrical",914,53649.98,"6,335",14%,39.52,93.98,58.70,
Page 1,4/20/2024,1,Abbamania the Show,,Rudolf Weber-ARENA,Oberhausen,,Germany,,Arena,Euro,Semmel Concerts Entertainment GmbH,Tribute Acts,"3,349",153968.74,"4,414",75%,36.31,64.40,45.97,
Page 1,4/20/2024,1,Gregorian Masters Of Chant,,Capitol Center for the Arts - Chubb Theatre,Concord,New Hampshire,United States,Boston (Manchester),Auditorium / Theatre,US DOLLAR,(In-House Promotion),"Christian, World",574,44874.60,"1,220",47%,38.00,150.00,78.18,
Page 1,4/20/2024,1,Dueling Pianos,,Bank Of NH Stage,Concord,New Hampshire,United States,Boston (Manchester),Auditorium / Theatre,US DOLLAR,(In-House Promotion),Classical,217,5980.95,286,75%,24.00,29.00,27.56,
Page 1,4/20/2024,1,Samuele Bersani,,Teatro Degli Arcimboldi,Milan,,Italy,,Auditorium / Theatre,Euro,Friends & Partners,Pop / Rock,"2,194",128458.79,"2,194",100%,41.65,73.69,58.55,
Page 1,4/20/2024,4,"Holiday On Ice ""A New Day""",,Halle Tony Garnier,Lyon,,France,,Convention Center,Euro,Holiday On Ice,Family Entertainment,"2,414",83035.46,"4,388",55%,21.25,84.37,34.39,
Page 1,4/20/2024,1,"""The Dirty Dancing Concert Tour""",,Uber Eats Music Hall,Berlin,,Germany,,Auditorium / Theatre,Euro,Semmel Concerts Entertainment GmbH,Theatrical,"1,478",79152.52,"1,900",77%,30.97,74.76,53.55,
Page 1,4/20/2024,1,"""Disney In Concert - Believe in Magic""",,WT Energiesysteme Arena,Riesa,,Germany,,Arena,Euro,Semmel Concerts Entertainment GmbH,Family Entertainment,"2,888",161044.52,"5,204",55%,45.92,73.69,55.76,
Page 1,4/20/2024,1,Juls,,AB Club @ Ancienne Belgique,Brussels,,Belgium,,Club,Euro,(In-House Promotion),Dance / Electronic,99,1942.66,250,39%,16.02,19.22,19.62,
Page 1,4/20/2024,1,Milo J,,Showcenter Complex,San Pedro Garza Garcia,,Mexico,,Auditorium / Theatre,Pesos,"(In-House Promotion), Dale Play Live, DelKing Entertainment SA DE CV","Latin, Rap / HipHop","2,754",135484.93,"2,754",100%,26.53,56.00,49.20,
Page 1,4/20/2024,1,Marlon Wayans,,Gila River Resorts and Casinos - The Showroom at Wildhorse Pass,Chandler,Arizona,United States,Phoenix (Prescott),Auditorium / Theatre,US DOLLAR,(In-House Promotion),Comedy,"1,226",73640.80,"1,331",92%,49.00,99.00,60.07,
Page 1,4/20/2024,1,Nurko,,Time Nightclub,Costa Mesa,California,United States,Los Angeles,Club,US DOLLAR,(In-House Promotion),Dance / Electronic,600,8765.00,600,100%,15.00,20.00,14.61,
Page 1,4/20/2024,1,Raphael,,Domo De La Feria,Leon,,Mexico,,Arena,Pesos,OCESA,Latin,"1,135",126649.81,"2,747",41%,55.41,300.63,111.59,
Page 1,4/20/2024,1,Yuridia,,Estadio de Béisbol Beto Ávila,Cancun,,Mexico,,Stadium,Pesos,OCESA,"Latin, Pop / Rock","6,173",390677.96,"6,387",96%,31.24,165.05,63.29,
Page 1,4/20/2024,1,Noah Dillon,"Platonic Sex, Eaglemont",Northcote Social Club,Northcote,,Australia,,Club,Australian,(In-House Promotion),Pop / Rock,152,2481.94,300,50%,16.14,19.36,16.33,
Page 1,4/20/2024,1,Daniel Donato,The Cowpokes,The Caverns,Pelham,Tennessee,United States,Chattanooga,Club,US DOLLAR,(In-House Promotion),Country,879,43510.50,"1,200",73%,49.50,49.50,49.50,
Page 1,4/20/2024,1,Waterloo - A Tribute to ABBA,,Utilita Arena Newcastle,Newcastle upon Tyne,,United Kingdom,,Arena,Pound Sterling,Cuffe & Taylor,Tribute Acts,"2,539",108277.10,"3,472",73%,34.29,49.26,42.65,
Page 1,4/20/2024,1,Fire & Fury Burlesque,,The Loft @ City Winery NYC,New York,New York,United States,New York,Club,US DOLLAR,(In-House Promotion),Theatrical,70,1895.00,160,43%,25.00,30.00,27.07,
Page 1,4/20/2024,1,"""Magic on the Menu""",,The Loft @ City Winery NYC,New York,New York,United States,New York,Club,US DOLLAR,"(In-House Productions) / City Winery, (In-House Promotion)",Theatrical,34,990.00,160,21%,25.00,35.00,29.12,
Page 1,4/20/2024,1,La Mafia,Solido,Lienzo Charro Saltillo,Saltillo,,Mexico,,Arena,Pesos,(In-House Promotion),World,"2,034",93650.70,"4,046",50%,32.42,120.84,46.04,
Page 1,4/20/2024,1,Fuerza Regida,,Foro GNP,Merida,,Mexico,,Arena,Pesos,(In-House Promotion),Latin,"9,261",759824.57,"9,500",97%,43.92,204.84,82.05,
Page 1,4/20/2024,1,Ibrahim Maalouf,,Paradise Rock Club,Boston,Massachusetts,United States,Boston (Manchester),Club,US DOLLAR,"(In-House Promotion), Crossroads Presents",World,550,22595.00,933,58%,40.00,45.00,41.08,
Page 1,4/20/2024,2,Mark Normand,,Overture Hall,Madison,Wisconsin,United States,Madison,Auditorium / Theatre,US DOLLAR,"Outback Presents, LLC",Comedy,971,55963.75,"2,178",44%,35.00,159.75,57.61,
Page 1,4/20/2024,1,Tania Libertad,,Lunario,Mexico City,,Mexico,,Club,Pesos,Producción Arte y Cultura SA de CV,Latin,340,30978.18,500,68%,58.95,117.90,91.11,
Page 1,4/20/2024,1,"""GATA Jam"", Cole Swindell","Rhett Akins, Jon Langston, Mackenzie Carpenter",Beautiful Eagle Creek,Statesboro,Georgia,United States,Savannah,Outdoor Venues,US DOLLAR,"LiveCo, Peachtree Entertainment","Country, Multi-Genre","8,463",506095.97,"10,000",84%,25.00,250.00,59.80,
Page 1,4/20/2024,1,The Lowdown Brass Band,,Pappy and Harriet's Pioneertown Palace,Pioneertown,California,United States,Los Angeles,Club,US DOLLAR,(In-House Promotion),RB / Soul,268,4117.50,370,72%,15.00,20.00,15.36,
Page 1,4/20/2024,1,Chelsea Handler,,The Lyric Baltimore,Baltimore,Maryland,United States,Baltimore,Auditorium / Theatre,US DOLLAR,Live Nation,Comedy,"1,804",139495.34,"1,872",96%,25.00,130.50,77.33,
Page 1,4/20/2024,1,Dragon,,Trafalgar Centre,Nelson,,New Zealand,,Stadium,New Zealand,Eccles Entertainment,Pop / Rock,"1,207",59591.20,"4,500",26%,41.42,53.27,49.37,
Page 1,4/20/2024,1,SIX60,,Great Lake Centre,Taupo,,New Zealand,,Untyped Venue,New Zealand,Eccles Entertainment,Pop / Rock,755,28128.11,800,94%,53.27,53.27,37.26,
Page 1,4/20/2024,2,Madeleine Peyroux,Joy Clark,City Winery St. Louis,St. Louis,Missouri,United States,St. Louis,Club,US DOLLAR,(In-House Productions) / City Winery,"Blues, Jazz, Pop / Rock",164,10332.43,260,63%,55.00,75.00,63.00,
Page 1,4/20/2024,2,Madeleine Peyroux,Joy Clark,City Winery St. Louis,St. Louis,Missouri,United States,St. Louis,Club,US DOLLAR,(In-House Productions) / City Winery,"Blues, Jazz, Pop / Rock",164,10332.43,520,31%,55.00,75.00,63.00,
Page 1,4/20/2024,1,Redline,,Park West,Chicago,Illinois,United States,Chicago,Club,US DOLLAR,Jam Productions,Pop / Rock,918,20762.00,"1,000",91%,19.00,34.00,22.62,
Page 1,4/20/2024,1,Waxahatchee,Good Morning,The Salt Shed,Chicago,Illinois,United States,Chicago,Auditorium / Theatre,US DOLLAR,"(In-House Promotion), 16 On Center","Country, Folk","3,300",150115.00,"3,300",100%,39.50,90.00,45.49,
Page 1,4/20/2024,1,Koe Wetzel,,Cal Coast Credit Union Open Air Theatre,San Diego,California,United States,San Diego,Amphitheatre,US DOLLAR,"(In-House Promotion), Live Nation","Americana, Country, Pop / Rock","2,531",151343.00,"4,449",56%,19.50,80.00,59.80,
Page 1,4/20/2024,1,Emei,,Hakken,Hamburg,,Germany,,Club,Euro,PRK DreamHaus GmbH,Pop / Rock,199,4675.62,199,100%,23.50,23.50,23.50,
Page 1,4/20/2024,1,Mark Ambor,,Hole 44,Berlin,,Germany,,Club,Euro,PRK DreamHaus GmbH,Pop / Rock,700,17420.89,700,100%,24.56,24.56,24.89,
Page 1,4/20/2024,1,Tex,,Artheater,Cologne,,Germany,,Auditorium / Theatre,Euro,PRK DreamHaus GmbH,Pop / Rock,222,5927.29,300,74%,26.70,32.04,26.70,
Page 1,4/20/2024,1,Kasalla,,Grenswerk,Venlo,,Netherlands,,Club,Euro,"Friendly Fire / FKP Scorpio, PRK DreamHaus GmbH",Pop / Rock,575,12281.77,575,100%,21.36,21.36,21.36,
Page 1,4/20/2024,1,Henry And The Waiter,,Ampere,Munich,,Germany,,Club,Euro,PGM Promoters Group Munich Konzertagentur Gmbh,,435,13681.63,435,100%,31.45,31.45,31.45,
Page 1,4/20/2024,1,Johann König,,Konzerthaus,Freiburg,,Germany,,Auditorium / Theatre,Euro,Vaddi Concerts GmbH,Comedy,"1,689",52577.56,"1,689",100%,30.97,37.38,31.13,
Page 1,4/20/2024,1,Kytes,,Goldgrube,Kassel,,Germany,,Untyped Venue,Euro,"(In-House Promotion), All Artist Agency GmbH",Pop / Rock,200,5339.90,200,100%,26.70,26.70,26.70,
Page 1,4/20/2024,1,Sharaktah,,Rider's Cafe,Lubeck,,Germany,,Untyped Venue,Euro,"All Artist Agency GmbH, Beste Dinge GmbH",Rap / HipHop,251,6165.45,400,62%,24.56,32.04,24.56,
Page 1,4/20/2024,1,Steep Canyon Rangers,,The Birchmere,Alexandria,Virginia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,"(In-House Promotion), The Birchmere Presents / Michael Jaworek","Americana, Folk",500,19750.00,500,100%,39.50,39.50,39.50,
Page 1,4/20/2024,1,Suffocation,,The Basement,Belconnen,,Australia,,Club,Australian,Destroy All Lines,Pop / Rock,245,11298.13,700,35%,43.07,94.86,46.11,
Page 1,4/20/2024,1,Amigo the Devil,,La La La's,Wollongong,,Australia,,Club,Australian,Destroy All Lines,Pop / Rock,131,3469.36,170,77%,26.43,29.93,26.48,
Page 1,4/20/2024,1,Kansas,,Midland Theatre,Newark,Ohio,United States,"Columbus, OH",Auditorium / Theatre,US DOLLAR,(In-House Promotion),Pop / Rock,"1,183",115537.50,"1,194",99%,57.50,132.50,97.66,
